Size,Web,Ecozone,Scenario,Proportion,Area
Mesoherbivore,198,NT,PN,9,Random
Microcarnivore,198,NT,PN,22,Random
Microherbivore,198,NT,PN,23,Random
Megacarnivore,199,NT,PN,3,Random
Megaherbivore,199,NT,PN,1,Random
Mesocarnivore,199,NT,PN,1,Random
Mesoherbivore,199,NT,PN,5,Random
Microcarnivore,199,NT,PN,17,Random
Microherbivore,199,NT,PN,15,Random
Megacarnivore,2,AT,PN,1,Random
Megaherbivore,2,AT,PN,1,Random
Mesocarnivore,2,AT,PN,2,Random
Mesoherbivore,2,AT,PN,12,Random
Microcarnivore,2,AT,PN,13,Random
Microherbivore,2,AT,PN,28,Random
Megaherbivore,20,AA,PN,1,Random
Mesocarnivore,20,AA,PN,1,Random
Mesoherbivore,20,AA,PN,6,Random
Microcarnivore,20,AA,PN,9,Random
Microherbivore,20,AA,PN,21,Random
Megacarnivore,200,PA,PN,2,Random
Megaherbivore,200,PA,PN,1,Random
Mesocarnivore,200,PA,PN,1,Random
Mesoherbivore,200,PA,PN,4,Random
Microcarnivore,200,PA,PN,11,Random
Microherbivore,200,PA,PN,11,Random
Megacarnivore,201,PA,PN,2,Random
Megaherbivore,201,PA,PN,1,Random
Mesocarnivore,201,PA,PN,1,Random
Mesoherbivore,201,PA,PN,3,Random
Microcarnivore,201,PA,PN,12,Random
Microherbivore,201,PA,PN,14,Random
Megacarnivore,202,PA,PN,2,Random
Megaherbivore,202,PA,PN,3,Random
Mesocarnivore,202,PA,PN,1,Random
Mesoherbivore,202,PA,PN,11,Random
Microcarnivore,202,PA,PN,24,Random
Microherbivore,202,PA,PN,22,Random
Megacarnivore,203,PA,PN,4,Random
Megaherbivore,203,PA,PN,4,Random
Mesocarnivore,203,PA,PN,1,Random
Mesoherbivore,203,PA,PN,11,Random
Microcarnivore,203,PA,PN,21,Random
Microherbivore,203,PA,PN,26,Random
Megacarnivore,204,"NA",PN,3,Random
Megaherbivore,204,"NA",PN,6,Random
Mesocarnivore,204,"NA",PN,7,Random
Mesoherbivore,204,"NA",PN,15,Random
Microcarnivore,204,"NA",PN,27,Random
Microherbivore,204,"NA",PN,53,Random
Megacarnivore,205,"NA",PN,1,Random
Megaherbivore,205,"NA",PN,4,Random
Mesocarnivore,205,"NA",PN,3,Random
Mesoherbivore,205,"NA",PN,10,Random
Microcarnivore,205,"NA",PN,15,Random
Microherbivore,205,"NA",PN,10,Random
Megacarnivore,206,"NA",PN,2,Random
Megaherbivore,206,"NA",PN,4,Random
Mesocarnivore,206,"NA",PN,3,Random
Mesoherbivore,206,"NA",PN,6,Random
Microcarnivore,206,"NA",PN,15,Random
Microherbivore,206,"NA",PN,10,Random
Megacarnivore,207,"NA",PN,4,Random
Megaherbivore,207,"NA",PN,4,Random
Mesocarnivore,207,"NA",PN,3,Random
Mesoherbivore,207,"NA",PN,9,Random
Microcarnivore,207,"NA",PN,20,Random
Microherbivore,207,"NA",PN,28,Random
Megacarnivore,208,NT,PN,4,Random
Megaherbivore,208,NT,PN,5,Random
Mesocarnivore,208,NT,PN,2,Random
Mesoherbivore,208,NT,PN,10,Random
Microcarnivore,208,NT,PN,19,Random
Microherbivore,208,NT,PN,17,Random
Megacarnivore,209,NT,PN,4,Random
Megaherbivore,209,NT,PN,4,Random
Mesocarnivore,209,NT,PN,3,Random
Mesoherbivore,209,NT,PN,10,Random
Microcarnivore,209,NT,PN,23,Random
Microherbivore,209,NT,PN,24,Random
Mesocarnivore,21,AA,PN,1,Random
Mesoherbivore,21,AA,PN,1,Random
Microcarnivore,21,AA,PN,10,Random
Microherbivore,21,AA,PN,19,Random
Megacarnivore,210,NT,PN,4,Random
Megaherbivore,210,NT,PN,5,Random
Mesocarnivore,210,NT,PN,3,Random
Mesoherbivore,210,NT,PN,7,Random
Microcarnivore,210,NT,PN,12,Random
Microherbivore,210,NT,PN,9,Random
Megacarnivore,211,PA,PN,4,Random
Megaherbivore,211,PA,PN,5,Random
Mesocarnivore,211,PA,PN,3,Random
Mesoherbivore,211,PA,PN,8,Random
Microcarnivore,211,PA,PN,13,Random
Microherbivore,211,PA,PN,12,Random
Megacarnivore,212,PA,PN,3,Random
Megaherbivore,212,PA,PN,4,Random
Mesocarnivore,212,PA,PN,3,Random
Mesoherbivore,212,PA,PN,7,Random
Microcarnivore,212,PA,PN,16,Random
Microherbivore,212,PA,PN,13,Random
Megacarnivore,213,PA,PN,2,Random
Megaherbivore,213,PA,PN,3,Random
Mesocarnivore,213,PA,PN,2,Random
Mesoherbivore,213,PA,PN,7,Random
Microcarnivore,213,PA,PN,17,Random
Microherbivore,213,PA,PN,12,Random
Megacarnivore,214,PA,PN,2,Random
Megaherbivore,214,PA,PN,3,Random
Mesocarnivore,214,PA,PN,2,Random
Mesoherbivore,214,PA,PN,7,Random
Microcarnivore,214,PA,PN,19,Random
Microherbivore,214,PA,PN,13,Random
Megacarnivore,215,PA,PN,4,Random
Megaherbivore,215,PA,PN,4,Random
Mesocarnivore,215,PA,PN,3,Random
Mesoherbivore,215,PA,PN,11,Random
Microcarnivore,215,PA,PN,23,Random
Microherbivore,215,PA,PN,26,Random
Megacarnivore,216,PA,PN,4,Random
Megaherbivore,216,PA,PN,5,Random
Mesocarnivore,216,PA,PN,3,Random
Mesoherbivore,216,PA,PN,9,Random
Microcarnivore,216,PA,PN,22,Random
Microherbivore,216,PA,PN,20,Random
Mesocarnivore,22,AA,PN,1,Random
Mesoherbivore,22,AA,PN,1,Random
Microcarnivore,22,AA,PN,8,Random
Microherbivore,22,AA,PN,14,Random
Mesocarnivore,23,AA,PN,1,Random
Microcarnivore,23,AA,PN,5,Random
Microherbivore,23,AA,PN,21,Random
Mesocarnivore,24,AA,PN,1,Random
Microcarnivore,24,AA,PN,6,Random
Microherbivore,24,AA,PN,19,Random
Mesocarnivore,25,AA,PN,1,Random
Mesoherbivore,25,AA,PN,1,Random
Microcarnivore,25,AA,PN,9,Random
Microherbivore,25,AA,PN,14,Random
Mesocarnivore,26,AA,PN,1,Random
Microcarnivore,26,AA,PN,9,Random
Microherbivore,26,AA,PN,23,Random
Mesocarnivore,28,AA,PN,1,Random
Mesoherbivore,28,AA,PN,1,Random
Microcarnivore,28,AA,PN,7,Random
Microherbivore,28,AA,PN,16,Random
Megacarnivore,29,AA,PN,1,Random
Megaherbivore,29,AA,PN,1,Random
Mesocarnivore,29,AA,PN,1,Random
Mesoherbivore,29,AA,PN,10,Random
Microcarnivore,29,AA,PN,13,Random
Microherbivore,29,AA,PN,39,Random
Megacarnivore,3,AT,PN,1,Random
Megaherbivore,3,AT,PN,1,Random
Mesocarnivore,3,AT,PN,2,Random
Mesoherbivore,3,AT,PN,10,Random
Microcarnivore,3,AT,PN,14,Random
Microherbivore,3,AT,PN,19,Random
Mesocarnivore,30,AA,PN,1,Random
Mesoherbivore,30,AA,PN,1,Random
Microcarnivore,30,AA,PN,5,Random
Microherbivore,30,AA,PN,20,Random
Megacarnivore,31,AA,PN,1,Random
Megaherbivore,31,AA,PN,2,Random
Mesocarnivore,31,AA,PN,6,Random
Mesoherbivore,31,AA,PN,3,Random
Microcarnivore,31,AA,PN,14,Random
Microherbivore,31,AA,PN,18,Random
Megaherbivore,32,AA,PN,1,Random
Mesocarnivore,32,AA,PN,1,Random
Mesoherbivore,32,AA,PN,6,Random
Microcarnivore,32,AA,PN,11,Random
Microherbivore,32,AA,PN,18,Random
Mesocarnivore,33,AA,PN,1,Random
Microcarnivore,33,AA,PN,9,Random
Microherbivore,33,AA,PN,28,Random
Mesocarnivore,34,AA,PN,1,Random
Microcarnivore,34,AA,PN,11,Random
Microherbivore,34,AA,PN,26,Random
Mesocarnivore,35,AT,PN,1,Random
Microcarnivore,35,AT,PN,9,Random
Microherbivore,35,AT,PN,23,Random
Megacarnivore,36,PA,PN,1,Random
Megaherbivore,36,PA,PN,4,Random
Mesocarnivore,36,PA,PN,6,Random
Mesoherbivore,36,PA,PN,7,Random
Microcarnivore,36,PA,PN,17,Random
Microherbivore,36,PA,PN,28,Random
Megacarnivore,37,AT,PN,3,Random
Megaherbivore,37,AT,PN,5,Random
Mesocarnivore,37,AT,PN,7,Random
Mesoherbivore,37,AT,PN,14,Random
Microcarnivore,37,AT,PN,25,Random
Microherbivore,37,AT,PN,28,Random
Megacarnivore,38,NT,PN,3,Random
Megaherbivore,38,NT,PN,5,Random
Mesocarnivore,38,NT,PN,8,Random
Mesoherbivore,38,NT,PN,20,Random
Microcarnivore,38,NT,PN,40,Random
Microherbivore,38,NT,PN,49,Random
Megacarnivore,39,NT,PN,3,Random
Megaherbivore,39,NT,PN,5,Random
Mesocarnivore,39,NT,PN,7,Random
Mesoherbivore,39,NT,PN,19,Random
Microcarnivore,39,NT,PN,35,Random
Microherbivore,39,NT,PN,41,Random
Megacarnivore,4,AT,PN,1,Random
Megaherbivore,4,AT,PN,1,Random
Mesocarnivore,4,AT,PN,2,Random
Mesoherbivore,4,AT,PN,5,Random
Microcarnivore,4,AT,PN,10,Random
Microherbivore,4,AT,PN,12,Random
Megacarnivore,40,AT,PN,1,Random
Megaherbivore,40,AT,PN,2,Random
Mesocarnivore,40,AT,PN,7,Random
Mesoherbivore,40,AT,PN,5,Random
Microcarnivore,40,AT,PN,17,Random
Microherbivore,40,AT,PN,24,Random
Megacarnivore,41,AT,PN,3,Random
Megaherbivore,41,AT,PN,4,Random
Mesocarnivore,41,AT,PN,9,Random
Mesoherbivore,41,AT,PN,20,Random
Microcarnivore,41,AT,PN,38,Random
Microherbivore,41,AT,PN,37,Random
Megacarnivore,42,AT,PN,3,Random
Megaherbivore,42,AT,PN,3,Random
Mesocarnivore,42,AT,PN,5,Random
Mesoherbivore,42,AT,PN,15,Random
Microcarnivore,42,AT,PN,37,Random
Microherbivore,42,AT,PN,31,Random
Megacarnivore,43,AT,PN,3,Random
Megaherbivore,43,AT,PN,3,Random
Mesocarnivore,43,AT,PN,8,Random
Mesoherbivore,43,AT,PN,18,Random
Microcarnivore,43,AT,PN,35,Random
Microherbivore,43,AT,PN,34,Random
Megacarnivore,44,AT,PN,2,Random
Megaherbivore,44,AT,PN,2,Random
Mesocarnivore,44,AT,PN,7,Random
Mesoherbivore,44,AT,PN,14,Random
Microcarnivore,44,AT,PN,37,Random
Microherbivore,44,AT,PN,31,Random
Megacarnivore,45,AT,PN,3,Random
Megaherbivore,45,AT,PN,4,Random
Mesocarnivore,45,AT,PN,7,Random
Mesoherbivore,45,AT,PN,17,Random
Microcarnivore,45,AT,PN,45,Random
Microherbivore,45,AT,PN,58,Random
Megacarnivore,46,AT,PN,1,Random
Megaherbivore,46,AT,PN,2,Random
Mesocarnivore,46,AT,PN,9,Random
Mesoherbivore,46,AT,PN,6,Random
Microcarnivore,46,AT,PN,34,Random
Microherbivore,46,AT,PN,32,Random
Megacarnivore,47,AT,PN,1,Random
Megaherbivore,47,AT,PN,2,Random
Mesocarnivore,47,AT,PN,9,Random
Mesoherbivore,47,AT,PN,7,Random
Microcarnivore,47,AT,PN,31,Random
Microherbivore,47,AT,PN,24,Random
Megacarnivore,48,AT,PN,3,Random
Megaherbivore,48,AT,PN,4,Random
Mesocarnivore,48,AT,PN,8,Random
Mesoherbivore,48,AT,PN,19,Random
Microcarnivore,48,AT,PN,45,Random
Microherbivore,48,AT,PN,52,Random
Megacarnivore,49,AT,PN,3,Random
Megaherbivore,49,AT,PN,3,Random
Mesocarnivore,49,AT,PN,7,Random
Mesoherbivore,49,AT,PN,16,Random
Microcarnivore,49,AT,PN,38,Random
Microherbivore,49,AT,PN,34,Random
Megacarnivore,5,AT,PN,1,Random
Megaherbivore,5,AT,PN,1,Random
Mesocarnivore,5,AT,PN,2,Random
Mesoherbivore,5,AT,PN,5,Random
Microcarnivore,5,AT,PN,13,Random
Microherbivore,5,AT,PN,20,Random
Megacarnivore,50,AT,PN,2,Random
Megaherbivore,50,AT,PN,3,Random
Mesocarnivore,50,AT,PN,7,Random
Mesoherbivore,50,AT,PN,15,Random
Microcarnivore,50,AT,PN,35,Random
Microherbivore,50,AT,PN,24,Random
Megaherbivore,51,AT,PN,2,Random
Mesocarnivore,51,AT,PN,4,Random
Mesoherbivore,51,AT,PN,4,Random
Microcarnivore,51,AT,PN,28,Random
Microherbivore,51,AT,PN,28,Random
Megacarnivore,52,AT,PN,2,Random
Megaherbivore,52,AT,PN,3,Random
Mesocarnivore,52,AT,PN,7,Random
Mesoherbivore,52,AT,PN,12,Random
Microcarnivore,52,AT,PN,53,Random
Microherbivore,52,AT,PN,58,Random
Megaherbivore,53,AT,PN,2,Random
Mesocarnivore,53,AT,PN,4,Random
Mesoherbivore,53,AT,PN,4,Random
Microcarnivore,53,AT,PN,39,Random
Microherbivore,53,AT,PN,44,Random
Megacarnivore,54,AT,PN,3,Random
Megaherbivore,54,AT,PN,3,Random
Mesocarnivore,54,AT,PN,8,Random
Mesoherbivore,54,AT,PN,9,Random
Microcarnivore,54,AT,PN,35,Random
Microherbivore,54,AT,PN,35,Random
Megacarnivore,55,AT,PN,3,Random
Megaherbivore,55,AT,PN,3,Random
Mesocarnivore,55,AT,PN,8,Random
Mesoherbivore,55,AT,PN,12,Random
Microcarnivore,55,AT,PN,38,Random
Microherbivore,55,AT,PN,41,Random
Megacarnivore,56,PA,PN,1,Random
Megaherbivore,56,PA,PN,4,Random
Mesocarnivore,56,PA,PN,8,Random
Mesoherbivore,56,PA,PN,12,Random
Microcarnivore,56,PA,PN,30,Random
Microherbivore,56,PA,PN,26,Random
Megaherbivore,57,AT,PN,2,Random
Mesocarnivore,57,AT,PN,4,Random
Mesoherbivore,57,AT,PN,5,Random
Microcarnivore,57,AT,PN,38,Random
Microherbivore,57,AT,PN,45,Random
Megacarnivore,58,AT,PN,1,Random
Megaherbivore,58,AT,PN,3,Random
Mesocarnivore,58,AT,PN,9,Random
Mesoherbivore,58,AT,PN,10,Random
Microcarnivore,58,AT,PN,33,Random
Microherbivore,58,AT,PN,23,Random
Megacarnivore,59,PA,PN,1,Random
Megaherbivore,59,PA,PN,3,Random
Mesocarnivore,59,PA,PN,8,Random
Mesoherbivore,59,PA,PN,8,Random
Microcarnivore,59,PA,PN,36,Random
Microherbivore,59,PA,PN,29,Random
Megacarnivore,60,PA,PN,1,Random
Megaherbivore,60,PA,PN,3,Random
Mesocarnivore,60,PA,PN,7,Random
Mesoherbivore,60,PA,PN,8,Random
Microcarnivore,60,PA,PN,30,Random
Microherbivore,60,PA,PN,30,Random
Megacarnivore,61,IM,PN,1,Random
Megaherbivore,61,IM,PN,3,Random
Mesocarnivore,61,IM,PN,7,Random
Mesoherbivore,61,IM,PN,7,Random
Microcarnivore,61,IM,PN,38,Random
Microherbivore,61,IM,PN,35,Random
Megacarnivore,62,PA,PN,1,Random
Megaherbivore,62,PA,PN,3,Random
Mesocarnivore,62,PA,PN,7,Random
Mesoherbivore,62,PA,PN,5,Random
Microcarnivore,62,PA,PN,33,Random
Microherbivore,62,PA,PN,22,Random
Megacarnivore,63,PA,PN,1,Random
Megaherbivore,63,PA,PN,1,Random
Mesocarnivore,63,PA,PN,6,Random
Mesoherbivore,63,PA,PN,6,Random
Microcarnivore,63,PA,PN,17,Random
Microherbivore,63,PA,PN,18,Random
Megacarnivore,64,PA,PN,1,Random
Megaherbivore,64,PA,PN,3,Random
Mesocarnivore,64,PA,PN,7,Random
Mesoherbivore,64,PA,PN,9,Random
Microcarnivore,64,PA,PN,29,Random
Microherbivore,64,PA,PN,29,Random
Megacarnivore,65,PA,PN,1,Random
Megaherbivore,65,PA,PN,3,Random
Mesocarnivore,65,PA,PN,7,Random
Mesoherbivore,65,PA,PN,5,Random
Microcarnivore,65,PA,PN,28,Random
Microherbivore,65,PA,PN,18,Random
Megacarnivore,66,PA,PN,1,Random
Megaherbivore,66,PA,PN,3,Random
Mesocarnivore,66,PA,PN,6,Random
Mesoherbivore,66,PA,PN,6,Random
Microcarnivore,66,PA,PN,19,Random
Microherbivore,66,PA,PN,16,Random
Megacarnivore,67,PA,PN,1,Random
Megaherbivore,67,PA,PN,3,Random
Mesocarnivore,67,PA,PN,6,Random
Mesoherbivore,67,PA,PN,6,Random
Microcarnivore,67,PA,PN,18,Random
Microherbivore,67,PA,PN,21,Random
Megacarnivore,68,PA,PN,1,Random
Megaherbivore,68,PA,PN,2,Random
Mesocarnivore,68,PA,PN,5,Random
Mesoherbivore,68,PA,PN,7,Random
Microcarnivore,68,PA,PN,17,Random
Microherbivore,68,PA,PN,16,Random
Megacarnivore,69,PA,PN,1,Random
Megaherbivore,69,PA,PN,2,Random
Mesocarnivore,69,PA,PN,6,Random
Mesoherbivore,69,PA,PN,4,Random
Microcarnivore,69,PA,PN,21,Random
Microherbivore,69,PA,PN,18,Random
Megacarnivore,7,AT,PN,1,Random
Megaherbivore,7,AT,PN,1,Random
Mesocarnivore,7,AT,PN,2,Random
Mesoherbivore,7,AT,PN,10,Random
Microcarnivore,7,AT,PN,13,Random
Microherbivore,7,AT,PN,33,Random
Megacarnivore,70,PA,PN,1,Random
Megaherbivore,70,PA,PN,2,Random
Mesocarnivore,70,PA,PN,6,Random
Mesoherbivore,70,PA,PN,9,Random
Microcarnivore,70,PA,PN,16,Random
Microherbivore,70,PA,PN,15,Random
Megacarnivore,71,PA,PN,1,Random
Megaherbivore,71,PA,PN,2,Random
Mesocarnivore,71,PA,PN,7,Random
Mesoherbivore,71,PA,PN,6,Random
Microcarnivore,71,PA,PN,22,Random
Microherbivore,71,PA,PN,23,Random
Megacarnivore,72,PA,PN,3,Random
Megaherbivore,72,PA,PN,3,Random
Mesocarnivore,72,PA,PN,8,Random
Mesoherbivore,72,PA,PN,16,Random
Microcarnivore,72,PA,PN,37,Random
Microherbivore,72,PA,PN,30,Random
Megacarnivore,73,PA,PN,1,Random
Megaherbivore,73,PA,PN,4,Random
Mesocarnivore,73,PA,PN,5,Random
Mesoherbivore,73,PA,PN,7,Random
Microcarnivore,73,PA,PN,50,Random
Microherbivore,73,PA,PN,47,Random
Megacarnivore,74,AT,PN,1,Random
Megaherbivore,74,AT,PN,4,Random
Mesocarnivore,74,AT,PN,5,Random
Mesoherbivore,74,AT,PN,8,Random
Microcarnivore,74,AT,PN,36,Random
Microherbivore,74,AT,PN,37,Random
Megacarnivore,75,AT,PN,1,Random
Megaherbivore,75,AT,PN,4,Random
Mesocarnivore,75,AT,PN,5,Random
Mesoherbivore,75,AT,PN,8,Random
Microcarnivore,75,AT,PN,33,Random
Microherbivore,75,AT,PN,36,Random
Megacarnivore,76,PA,PN,1,Random
Megaherbivore,76,PA,PN,2,Random
Mesocarnivore,76,PA,PN,3,Random
Mesoherbivore,76,PA,PN,6,Random
Microcarnivore,76,PA,PN,30,Random
Microherbivore,76,PA,PN,35,Random
Megacarnivore,77,AT,PN,2,Random
Megaherbivore,77,AT,PN,3,Random
Mesocarnivore,77,AT,PN,4,Random
Mesoherbivore,77,AT,PN,8,Random
Microcarnivore,77,AT,PN,42,Random
Microherbivore,77,AT,PN,54,Random
Megacarnivore,78,AT,PN,1,Random
Megaherbivore,78,AT,PN,2,Random
Mesocarnivore,78,AT,PN,4,Random
Mesoherbivore,78,AT,PN,9,Random
Microcarnivore,78,AT,PN,37,Random
Microherbivore,78,AT,PN,39,Random
Megacarnivore,79,NT,PN,1,Random
Megaherbivore,79,NT,PN,4,Random
Mesocarnivore,79,NT,PN,5,Random
Mesoherbivore,79,NT,PN,10,Random
Microcarnivore,79,NT,PN,41,Random
Microherbivore,79,NT,PN,47,Random
Megacarnivore,80,PA,PN,1,Random
Megaherbivore,80,PA,PN,4,Random
Mesocarnivore,80,PA,PN,5,Random
Mesoherbivore,80,PA,PN,9,Random
Microcarnivore,80,PA,PN,43,Random
Microherbivore,80,PA,PN,52,Random
Megacarnivore,81,AT,PN,1,Random
Megaherbivore,81,AT,PN,4,Random
Mesocarnivore,81,AT,PN,5,Random
Mesoherbivore,81,AT,PN,9,Random
Microcarnivore,81,AT,PN,38,Random
Microherbivore,81,AT,PN,52,Random
Megacarnivore,82,AT,PN,1,Random
Megaherbivore,82,AT,PN,1,Random
Mesocarnivore,82,AT,PN,4,Random
Mesoherbivore,82,AT,PN,11,Random
Microcarnivore,82,AT,PN,20,Random
Microherbivore,82,AT,PN,19,Random
Megacarnivore,83,AT,PN,1,Random
Megaherbivore,83,AT,PN,1,Random
Mesocarnivore,83,AT,PN,4,Random
Mesoherbivore,83,AT,PN,6,Random
Microcarnivore,83,AT,PN,19,Random
Microherbivore,83,AT,PN,22,Random
Megacarnivore,84,AT,PN,1,Random
Megaherbivore,84,AT,PN,1,Random
Mesocarnivore,84,AT,PN,5,Random
Mesoherbivore,84,AT,PN,8,Random
Microcarnivore,84,AT,PN,18,Random
Microherbivore,84,AT,PN,24,Random
Megacarnivore,85,AT,PN,1,Random
Megaherbivore,85,AT,PN,4,Random
Mesocarnivore,85,AT,PN,5,Random
Mesoherbivore,85,AT,PN,10,Random
Microcarnivore,85,AT,PN,39,Random
Microherbivore,85,AT,PN,47,Random
Megacarnivore,86,NT,PN,1,Random
Megaherbivore,86,NT,PN,3,Random
Mesocarnivore,86,NT,PN,5,Random
Mesoherbivore,86,NT,PN,9,Random
Microcarnivore,86,NT,PN,44,Random
Microherbivore,86,NT,PN,56,Random
Megacarnivore,87,IM,PN,1,Random
Megaherbivore,87,IM,PN,1,Random
Mesocarnivore,87,IM,PN,5,Random
Mesoherbivore,87,IM,PN,11,Random
Microcarnivore,87,IM,PN,17,Random
Microherbivore,87,IM,PN,19,Random
Megacarnivore,88,IM,PN,2,Random
Megaherbivore,88,IM,PN,1,Random
Mesocarnivore,88,IM,PN,5,Random
Mesoherbivore,88,IM,PN,11,Random
Microcarnivore,88,IM,PN,20,Random
Microherbivore,88,IM,PN,23,Random
Megacarnivore,89,PA,PN,2,Random
Megaherbivore,89,PA,PN,1,Random
Mesocarnivore,89,PA,PN,5,Random
Mesoherbivore,89,PA,PN,9,Random
Microcarnivore,89,PA,PN,19,Random
Microherbivore,89,PA,PN,24,Random
Megacarnivore,90,PA,PN,2,Random
Megaherbivore,90,PA,PN,1,Random
Mesocarnivore,90,PA,PN,5,Random
Mesoherbivore,90,PA,PN,11,Random
Microcarnivore,90,PA,PN,18,Random
Microherbivore,90,PA,PN,23,Random
Megacarnivore,91,AT,PN,2,Random
Megaherbivore,91,AT,PN,1,Random
Mesocarnivore,91,AT,PN,5,Random
Mesoherbivore,91,AT,PN,10,Random
Microcarnivore,91,AT,PN,18,Random
Microherbivore,91,AT,PN,27,Random
Megacarnivore,92,"NA",PN,1,Random
Megaherbivore,92,"NA",PN,1,Random
Mesocarnivore,92,"NA",PN,5,Random
Mesoherbivore,92,"NA",PN,4,Random
Microcarnivore,92,"NA",PN,14,Random
Microherbivore,92,"NA",PN,20,Random
Megacarnivore,93,"NA",PN,1,Random
Megaherbivore,93,"NA",PN,4,Random
Mesocarnivore,93,"NA",PN,4,Random
Mesoherbivore,93,"NA",PN,11,Random
Microcarnivore,93,"NA",PN,38,Random
Microherbivore,93,"NA",PN,50,Random
Megacarnivore,94,"NA",PN,1,Random
Megaherbivore,94,"NA",PN,1,Random
Mesocarnivore,94,"NA",PN,6,Random
Mesoherbivore,94,"NA",PN,6,Random
Microcarnivore,94,"NA",PN,15,Random
Microherbivore,94,"NA",PN,17,Random
Megacarnivore,95,"NA",PN,1,Random
Megaherbivore,95,"NA",PN,2,Random
Mesocarnivore,95,"NA",PN,5,Random
Mesoherbivore,95,"NA",PN,8,Random
Microcarnivore,95,"NA",PN,17,Random
Microherbivore,95,"NA",PN,19,Random
Megacarnivore,96,"NA",PN,1,Random
Megaherbivore,96,"NA",PN,3,Random
Mesocarnivore,96,"NA",PN,2,Random
Mesoherbivore,96,"NA",PN,6,Random
Microcarnivore,96,"NA",PN,26,Random
Microherbivore,96,"NA",PN,32,Random
Megacarnivore,97,"NA",PN,1,Random
Megaherbivore,97,"NA",PN,1,Random
Mesocarnivore,97,"NA",PN,5,Random
Mesoherbivore,97,"NA",PN,5,Random
Microcarnivore,97,"NA",PN,13,Random
Microherbivore,97,"NA",PN,19,Random
Megacarnivore,98,"NA",PN,1,Random
Megaherbivore,98,"NA",PN,3,Random
Mesocarnivore,98,"NA",PN,5,Random
Mesoherbivore,98,"NA",PN,11,Random
Microcarnivore,98,"NA",PN,26,Random
Microherbivore,98,"NA",PN,26,Random
Megacarnivore,99,"NA",PN,2,Random
Megaherbivore,99,"NA",PN,5,Random
Mesocarnivore,99,"NA",PN,4,Random
Mesoherbivore,99,"NA",PN,14,Random
Microcarnivore,99,"NA",PN,43,Random
Microherbivore,99,"NA",PN,34,Random
Megacarnivore,1,AA,CU,0,Random
Megaherbivore,1,AA,CU,0,Random
Mesocarnivore,1,AA,CU,0,Random
Mesoherbivore,1,AA,CU,0,Random
Microcarnivore,1,AA,CU,12,Random
Microherbivore,1,AA,CU,16,Random
Megacarnivore,10,AT,CU,0,Random
Megaherbivore,10,AT,CU,0,Random
Mesocarnivore,10,AT,CU,0,Random
Mesoherbivore,10,AT,CU,0,Random
Microcarnivore,10,AT,CU,14,Random
Microherbivore,10,AT,CU,29,Random
Megacarnivore,100,"NA",CU,0,Random
Megaherbivore,100,"NA",CU,0,Random
Mesocarnivore,100,"NA",CU,1,Random
Mesoherbivore,100,"NA",CU,2,Random
Microcarnivore,100,"NA",CU,20,Random
Microherbivore,100,"NA",CU,29,Random
Megacarnivore,101,"NA",CU,1,Random
Megaherbivore,101,"NA",CU,1,Random
Mesocarnivore,101,"NA",CU,3,Random
Mesoherbivore,101,"NA",CU,6,Random
Microcarnivore,101,"NA",CU,32,Random
Microherbivore,101,"NA",CU,27,Random
Megacarnivore,102,"NA",CU,1,Random
Megaherbivore,102,"NA",CU,1,Random
Mesocarnivore,102,"NA",CU,3,Random
Mesoherbivore,102,"NA",CU,7,Random
Microcarnivore,102,"NA",CU,26,Random
Microherbivore,102,"NA",CU,26,Random
Megacarnivore,103,"NA",CU,0,Random
Megaherbivore,103,"NA",CU,0,Random
Mesocarnivore,103,"NA",CU,3,Random
Mesoherbivore,103,"NA",CU,3,Random
Microcarnivore,103,"NA",CU,18,Random
Microherbivore,103,"NA",CU,20,Random
Megaherbivore,104,"NA",CU,0,Random
Mesocarnivore,104,"NA",CU,1,Random
Mesoherbivore,104,"NA",CU,2,Random
Microcarnivore,104,"NA",CU,13,Random
Microherbivore,104,"NA",CU,11,Random
Megacarnivore,105,"NA",CU,0,Random
Megaherbivore,105,"NA",CU,0,Random
Mesocarnivore,105,"NA",CU,1,Random
Mesoherbivore,105,"NA",CU,4,Random
Microcarnivore,105,"NA",CU,41,Random
Microherbivore,105,"NA",CU,59,Random
Megacarnivore,106,"NA",CU,1,Random
Megaherbivore,106,"NA",CU,0,Random
Mesocarnivore,106,"NA",CU,3,Random
Mesoherbivore,106,"NA",CU,5,Random
Microcarnivore,106,"NA",CU,16,Random
Microherbivore,106,"NA",CU,19,Random
Megacarnivore,107,"NA",CU,1,Random
Megaherbivore,107,"NA",CU,1,Random
Mesocarnivore,107,"NA",CU,1,Random
Mesoherbivore,107,"NA",CU,5,Random
Microcarnivore,107,"NA",CU,18,Random
Microherbivore,107,"NA",CU,17,Random
Megacarnivore,108,"NA",CU,1,Random
Megaherbivore,108,"NA",CU,0,Random
Mesocarnivore,108,"NA",CU,3,Random
Mesoherbivore,108,"NA",CU,5,Random
Microcarnivore,108,"NA",CU,19,Random
Microherbivore,108,"NA",CU,21,Random
Megacarnivore,109,"NA",CU,0,Random
Megaherbivore,109,"NA",CU,0,Random
Mesocarnivore,109,"NA",CU,2,Random
Mesoherbivore,109,"NA",CU,2,Random
Microcarnivore,109,"NA",CU,19,Random
Microherbivore,109,"NA",CU,29,Random
Megacarnivore,110,"NA",CU,0,Random
